instance_id,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
60029,empty_field,Dig Myself A Hole,5LCX6b8JhOabgLEHRYGNjJ,18,0.68,0.533,141610,0.38,0,A#,0.123,-10.298,Major,0.109,188.906,4-Apr,0.821,Blues
60030,empty_field,Dying Crapshooters Blues,0USaeD1h6ESqpfa2IG77fm,26,0.89,0.617,186760,0.235,0,E,0.131,-13.787,Major,0.318,72.141,4-Apr,0.581,Blues
60031,Gregg Allman,Multi-Colored Lady,3uK6SqdNXutPBNi6vUenpt,26,0.339,0.449,295333,0.32,0.0132,D,0.0762,-16.524,Major,0.0283,?,4-Apr,0.391,Blues
60032,Steely Dan,Home At Last,0GeezbrS87YZgXuyksdg2q,43,0.0655,0.726,335667,0.59,0.000751,G,0.0378,-10.099,Minor,0.0377,127.581,4-Apr,0.56,Blues
60033,Booker T. & the M.G.'s,Sunny,3XUjRWmImtzsaBwCnkORRZ,36,0.0263,0.62,206267,0.246,0.642,D,0.224,-15.728,Minor,0.031,121.923,4-Apr,0.405,Blues
60034,Santana,El Nicoya,62mwgXfhmtFGrhScesajmu,34,0.475,0.546,-1,0.622,0.79,A#,0.0714,-17.213,Minor,0.183,146.253,4-Apr,0.351,Blues
60035,Johnnie Taylor,Stop Doggin' Me,7AOdyU64RafmvJUL4WMotN,23,0.643,0.55,-1,0.268,2.26E-06,D,0.126,-18.616,Major,0.0302,97.45,3-Apr,0.421,Blues
60036,Jimi Hendrix,Long Hot Summer Night,6BdD561PmmMhpUYI7Qhaut,40,0.363,0.465,207760,0.824,0.000398,G,0.656,-6.668,Major,0.1,85.218,4-Apr,0.687,Blues
60037,Professor Longhair,Go To The Mardi Gras,72y9nLgVwQ8RvD04JkZAg5,27,0.26,0.463,174453,0.704,0.000648,C,0.554,-7.456,Minor,0.0411,112.145,4-Apr,0.882,Blues
60038,Muddy Waters,(I'm Your) Hoochie Coochie Man,2M7enaZSs1DRRjZscA4LAj,44,0.901,0.517,166960,0.419,0,D,0.0945,-8.282,Major,0.148,84.135,4-Apr,0.813,Blues
60039,The Spencer Davis Group,Gimme Some Lovin' - Single Mix,0uax2s82ERiETuqyJurIJT,52,0.151,0.593,178840,0.549,0.000393,C,0.43,-6.394,Major,0.0329,?,4-Apr,0.396,Blues
60040,The Turbans,When You Dance,0cqSVFTEryCcYFTqrT03SA,28,0.846,0.53,177893,0.346,0,B,0.211,-11.135,Minor,0.0497,?,4-Apr,0.773,Blues
60041,Alastair Greene,The Sweetest Honey (Live),56ykUSpGpZnGQLGStE3weF,26,0.000283,0.216,227253,0.954,0.0161,C,0.953,-5.659,Major,0.146,138.647,4-Apr,0.483,Blues
60042,Dr. John,Let's Make a Better World,6diFcq4UcYDlBeRVqOCWY1,31,0.619,0.838,176760,0.755,0.0296,A#,0.065,-8.259,Major,0.0482,132.595,4-Apr,0.959,Blues
60043,empty_field,Chocolate Jesus,7Ki3gVxLvvoEX6KFJaL11x,33,0.333,0.576,159960,0.589,0,A,0.259,-6.287,Minor,0.0394,138.146,4-Apr,0.817,Blues
60044,Big Brother & The Holding Company,Call On Me,7kuB4Q546eKJhkVGoQCUuE,55,0.526,0.592,152733,0.363,0.000696,E,0.319,-11.289,Major,0.0431,101.077,3-Apr,0.618,Blues
60045,empty_field,I Am,7bM4Sgucn57IxRMNOUP9p0,20,0.0375,0.655,305133,0.78,0.038,A#,0.0244,-7.252,Minor,0.0594,97.805,4-Apr,0.956,Blues
60046,empty_field,San-Ho-Zay,16dXg2YuFOxwDC3cTf5jde,30,0.518,0.703,160213,0.67,0.898,C,0.0726,-16.03,Major,0.0401,137.131,4-Apr,0.963,Blues
60047,Aretha Franklin,Let It Be,0ygfSHAl7aW40FHDQjSsD8,43,0.337,0.415,210133,0.305,0.000172,E,0.208,-12.833,Major,0.031,76.743,4-Apr,0.434,Blues
60048,Nina Simone,To Love Somebody,1qSI0rdziYSXKV7oRMO1ls,47,0.299,0.554,158747,0.48,1.09E-05,A,0.165,-10.925,Major,0.0317,?,4-Apr,0.626,Blues
60049,Al Green,No One Like You,3CWbMu5dIbjwgKRd7Jqjx7,31,0.0308,0.763,271400,0.417,0.0714,D#,0.09,-10.434,Major,0.0385,87.968,4-Apr,0.842,Blues
60050,Otis Redding,These Arms of Mine,6TEuQIQYV9CVRDUKFoy11Q,54,0.798,0.403,154533,0.284,0,A#,0.142,-14.014,Major,0.0338,176.537,3-Apr,0.686,Blues
60051,Cab Calloway,St. James Infirmary,20IZ33kPSL7XV0WmKNaZVa,38,0.889,0.718,-1,0.348,0.0507,F,0.193,-10.751,Minor,0.131,117.347,4-Apr,0.703,Blues
60052,Dorothy,On My Knees,75OZLfMsrI9RQwDGaVEmMH,29,0.00131,0.413,308213,0.9,1.05E-05,F#,0.389,-3.932,Major,0.0581,126.061,4-Apr,0.588,Blues
60053,The Raconteurs,Yellow Sun,19iqWNzp5LwEdvntpEK8MP,40,0.259,0.551,200707,0.567,0.000786,D,0.371,-8.911,Major,0.0331,?,4-Apr,0.547,Blues
60054,empty_field,Searching the Blue,0MHPgpKYfTVml3qEXspnLQ,46,0.504,0.519,181480,0.398,0.000117,F,0.11,-11.594,Minor,0.0273,139.408,4-Apr,0.51,Blues
60055,Screamin' Jay Hawkins,Little Demon,4detZaj6qfObdW7h9cHnFz,31,0.654,0.777,143160,0.617,2.95E-06,G#,0.205,-8.424,Major,0.0584,94.734,4-Apr,0.962,Blues
60056,empty_field,See Me Through,1jrARDhheF2nrDEevG9rmo,23,0.425,0.783,-1,0.385,0.000399,C,0.114,-9.041,Major,0.0289,87.788,4-Apr,0.536,Blues
60057,Jerry Butler,Only The Strong Survive - Single Version,51NrdlQOSTeq0d6U7xRKsz,26,0.775,0.428,158240,0.444,0,G,0.341,-11.172,Major,0.0495,121.926,4-Apr,0.884,Blues
60058,George Thorogood & The Destroyers,If You Don't Start Drinkin' (I'm Gonna Leave),5VG1IctwWcAeMaUi6wyQcO,31,0.0051,0.423,251693,0.781,0.00725,F,0.295,-10.445,Major,0.0311,163.073,4-Apr,0.922,Blues
60059,empty_field,Run Run Run,6YApiTRaLOhdtrHITEVFdX,30,0.184,0.587,155267,0.786,0.267,D#,0.0302,-6.048,Major,0.0349,136.089,4-Apr,0.793,Blues
60060,empty_field,Can't Find My Mind,6sy3LkhNFjJWlaeSMNwQ62,38,0.0648,0.498,135933,0.82,0.00866,A,0.0831,-7.661,Minor,0.0874,106.516,4-Apr,0.435,Blues
60061,empty_field,Firebirds,4yJvsJ4ZNMfo2wQRo7fm4G,35,0.0303,0.5,-1,0.986,1.18E-06,G,0.641,-5.548,Major,0.0772,165.069,4-Apr,0.562,Blues
60062,Little Feat,All That You Dream (with Linda Ronstadt),6VbCrBt6mUvEdoCZISdGb9,42,0.463,0.629,213467,0.609,0.00136,A,0.165,-6.877,Major,0.0417,111.717,4-Apr,0.589,Blues
60063,Phish,Theme from the Bottom,0x6h4q8yhkqWw3HAx2cj3O,32,0.22,0.322,-1,0.585,0.662,G,0.105,-8.528,Major,0.0365,80.236,4-Apr,0.36,Blues
60064,Mel Waiters,Throw Back Days,0Hrd6CSafHHqKptyFppmqH,29,0.147,0.725,199613,0.53,0,A#,0.337,-7.722,Minor,0.0363,93.002,4-Apr,0.817,Blues
60065,The Allman Brothers Band,"Whipping Post - Live At The Fillmore East, 1971",3i0JmdCe4KFGb8YxE5Y0GP,30,0.385,0.352,1389372,0.712,0.516,E,0.319,-10.528,Minor,0.0512,111.423,4-Apr,0.257,Blues
60066,Etta James,Purple Rain,1sx4GRirvsRPocH3W04e5a,37,0.444,0.61,344880,0.548,2.14E-06,A#,0.0951,-6.416,Major,0.0293,?,4-Apr,0.482,Blues
60067,Johnnie Taylor,Your Love Is Rated X,01DSvNTUsVROjnSF5j3UbD,26,0.516,0.541,251640,0.621,3.40E-05,C,0.1,-11.282,Major,0.183,168.988,4-Apr,0.802,Blues
60068,Quicksilver Messenger Service,Who Do You Love - Pt. 1,4qxyFAM8gwoJEIrtuHdC5E,32,0.376,0.642,212733,0.56,0.788,E,0.499,-13.159,Major,0.0749,92.588,4-Apr,0.832,Blues
60069,Joe Bonamassa,The Thrill Is Gone - Live,5xr1WJoD62Bz38tdoUl3xV,26,0.0206,0.46,-1,0.781,0.0194,B,0.81,-7.865,Minor,0.0476,93.251,4-Apr,0.665,Blues
60070,Reggie P,P's & Q's,3g22xZRU7mppTrfBQ0euil,24,0.238,0.797,369373,0.252,0,C,0.15,-16.769,Major,0.0649,160.076,3-Apr,0.714,Blues
60071,empty_field,Comin' Back to Me,79a2ejVzj2SpXkpWdfv1Co,41,0.886,0.363,315040,0.113,0.113,G,0.112,-23.87,Major,0.0395,166.706,3-Apr,0.0398,Blues
60072,Black Lips,Bad Kids,2AmEv442DGwSxMGZ9XEvBA,49,0.0493,0.352,128813,0.796,0,C,0.226,-7.109,Major,0.0374,?,4-Apr,0.924,Blues
60073,empty_field,Songbird (feat. Willie Nelson),0fJHKKSgsh4XD1B0ratr8w,23,0.421,0.64,176987,0.474,0.000106,C,0.106,-11.62,Major,0.0309,77.016,4-Apr,0.545,Blues
60074,Guitar Slim,The Things That I Used To Do,47Axm1bTbEbOvkXpzOv5ZQ,24,0.81,0.51,-1,0.318,0,F,0.0867,-13.706,Major,0.0395,?,4-Apr,0.651,Blues
60075,Keb' Mo',I'm On Your Side,7DXK8MZ4ZCpCYEsSuIVowI,26,0.0705,0.909,219107,0.436,0.00326,A#,0.149,-10.003,Major,0.109,108.434,4-Apr,0.259,Blues
60076,Ben Miller Band,The Outsider,1UAiNVGlBP7ipJ06iwC01G,31,0.455,0.643,186920,0.821,0.000249,C,0.107,-6.135,Major,0.0397,127.026,4-Apr,0.522,Blues
60077,The Byrds,What's Happening?,3MuAMOrju8vwkvq0TWgvU6,38,0.515,0.528,155373,0.617,0.00376,G,0.314,-11.423,Major,0.0289,103.717,4-Apr,0.473,Blues
60078,Clutch,Earth Rocker,1qPRdIrSjZH3raSWbG5ZaL,33,0.00572,0.497,211093,0.984,1.02E-05,A,0.0727,-4.976,Major,0.131,160.046,4-Apr,0.363,Blues
60079,Traffic,Many A Mile To Freedom,4hxs66KYKzewyMOIu1o0os,29,0.196,0.286,438467,0.495,0.242,C,0.297,-12.109,Major,0.0291,186.058,4-Apr,0.623,Blues
60080,Tiny Bradshaw,Soft,1W6vLdvy7xyuATu3aD9Cs4,30,0.677,0.672,153200,0.564,0.562,C,0.08,-10.74,Major,0.049,82.501,4-Apr,0.762,Blues
60081,The Black Keys,Girl Is on My Mind,7bOQ4yhHt1l0ScrsEvTWcU,45,0.543,0.471,208173,0.836,0.00949,C#,0.121,-6.516,Minor,0.12,112.074,4-Apr,0.38,Blues
60082,The Chantels,Sure of Love,7GNHwQw5SDOdH0Qjkd697U,28,0.624,0.419,146067,0.344,0.397,G,0.226,-8.801,Major,0.0259,97.185,4-Apr,0.497,Blues
60083,Muddy Waters,She Moves Me,2iNqKnmmXYGdG4XqZgeHRe,31,0.925,0.515,177213,0.345,0.00224,F,0.117,-9.379,Major,0.104,?,3-Apr,0.659,Blues
60084,Kenny Wayne Shepherd,Blue on Black,151I8zgeYRtRwL26BOTvZw,56,0.00596,0.412,333733,0.676,0.112,G,0.209,-7.341,Major,0.0266,155.431,4-Apr,0.557,Blues
60085,Death From Above 1979,Cheap Talk,4QJLKU75Rg4558f4LbDBRi,31,3.63E-06,0.454,-1,0.979,0.013,G,0.161,-2.59,Major,0.075,149.989,4-Apr,0.507,Blues
60086,empty_field,This Ain't the Summer of Love,3swc6WTsr7rl9DqQKQA55C,33,0.176,0.534,140933,0.933,2.61E-06,D,0.275,-6.786,Major,0.0358,123.057,4-Apr,0.65,Blues
60087,Thee Oh Sees,Web,79vzYy9U65EYo9dXvlwKlG,42,0.000299,0.451,299187,0.897,0.781,A,0.059,-7.452,Minor,0.0634,?,4-Apr,0.581,Blues
60088,Eagles Of Death Metal,Moonage Daydream,5A8EYS9Z4hz4EmtU8W8kI3,33,0.867,0.455,147680,0.627,0.943,F#,0.167,-11.975,Minor,0.0894,141.77,4-Apr,0.612,Blues
60089,Phish,Dirt,4HtQh7yGEA6DGeLblOkHWF,37,0.443,0.464,272507,0.501,0.22,G,0.115,-8.546,Major,0.0264,130.857,4-Apr,0.306,Blues
60090,Elmore James,Shake Your Money Maker,64f3ziWdKbFWZhHM9rPv8h,37,0.701,0.502,150667,0.659,0.000225,D,0.115,-7.473,Major,0.0416,101.382,4-Apr,0.841,Blues
60091,The White Stripes,Screwdriver,3i1zwjMO1fmW4uI9r7iiJW,30,0.22,0.516,194240,0.926,0.000146,D,0.0647,-3.426,Major,0.176,95.027,4-Apr,0.745,Blues
60092,empty_field,Cause We've Ended as Lovers,5WtCr75SH2pCV9q4n3cVHU,51,0.144,0.549,-1,0.294,0.798,C,0.108,-13.181,Minor,0.0337,?,4-Apr,0.146,Blues
60093,Phish,Train Song,2s4AcE9n80mSHl87lp4gIm,26,0.958,0.604,-1,0.246,0.000823,D,0.137,-16.973,Major,0.0373,?,4-Apr,0.691,Blues
60094,Mad Season,River Of Deceit,28PsuSawv2uRwLQR7F2XRb,53,0.111,0.461,302693,0.246,0.000374,C,0.0963,-13.487,Major,0.0298,88.446,4-Apr,0.178,Blues
60095,Black Lips,Raw Meat,6Hvu52aFRj5QnuKUZgseA0,27,0.00102,0.244,108387,0.947,0.0254,E,0.16,-4.293,Major,0.152,?,4-Apr,0.792,Blues
60096,empty_field,Do I Move You?,4L8qLuwLjX5pEN96zYBoJE,43,0.802,0.386,164987,0.511,0,E,0.2,-4.821,Minor,0.0375,162.693,3-Apr,0.548,Blues
60097,empty_field,Little Girl - Mono,0PicuPCfXDJyyRtOR1ukGW,33,0.00611,0.408,-1,0.719,2.89E-05,C,0.31,-3.409,Major,0.0284,?,4-Apr,0.836,Blues
60098,empty_field,Sharp Dressed Man - 2019 Remaster,1DWUUzVWT6g22ZYe3I9nQO,45,0.00043,0.647,-1,0.787,0.00247,F,0.105,-7.476,Major,0.0255,125.111,4-Apr,0.393,Blues
60099,Ray Charles,The Right Time,6kEErk4Uah9MEc67QxiHbP,39,0.816,0.617,199627,0.773,0,F,0.632,-6.557,Minor,0.0636,78.729,4-Apr,0.694,Blues
60100,ZZ Top,Master of Sparks - 2006 Remaster,0lP4HYLmvowOKdsQ7CVkuq,38,0.0157,0.713,209787,0.621,0.0181,A,0.165,-4.72,Minor,0.054,?,4-Apr,0.96,Blues
60101,empty_field,Mannequin - 2006 Remastered Version,4EhYPzmNdskFyf2hjJAftp,48,0.0065,0.419,157360,0.75,0.254,B,0.249,-8.798,Minor,0.0469,150.064,4-Apr,0.861,Blues
60102,Bigg Robb,Good Good,7uX2pXjW6cGmFSKnGcNaza,20,0.00662,0.872,221603,0.546,2.05E-06,F#,0.0651,-4.242,Minor,0.0516,106.99,4-Apr,0.806,Blues
60103,The Cadillacs,Speedoo,2xYlyywNgefLCRDG8hlxZq,30,0.747,0.489,141584,0.64,2.34E-06,D#,0.119,-7.552,Major,0.0424,126.055,3-Apr,0.946,Blues
60104,Phish,"Bouncing Around the Room [Live Version - Clifford Ball, 1994]",0KOjVNCbcnSQyRcAMxPMTe,34,0.243,0.632,248440,0.852,0.195,D,0.801,-9.171,Major,0.0679,107.871,4-Apr,0.607,Blues
60105,John Fogerty,Rockin' All Over The World - Live 1997,1ixfC2ERZggLOSwU8bQYMu,38,0.242,0.645,175880,0.974,5.74E-05,D,0.988,-4.496,Major,0.0794,138.719,4-Apr,0.818,Blues
60106,Shovels & Rope,I'm Comin' Out (Radio Edit),0RWpEz87C8s4SJCflkJUmO,39,0.0955,0.654,193577,0.829,3.37E-06,E,0.737,-7.322,Major,0.0328,94.476,4-Apr,0.787,Blues
60107,Otis Redding,Think About It,4ByUA0NCxx4C2IjfOY64Dg,35,0.7,0.51,182733,0.129,0,C,0.148,-18.786,Major,0.0378,90.092,4-Apr,0.449,Blues
60108,Stevie Ray Vaughan,"So Excited - Live at Ripley's Music Hall, Philadelphia, PA, Oct. 20, 1983",7Fl3wSxRqBljyQH8dJSz9c,28,0.0408,0.481,257733,0.673,0.724,C#,0.684,-9.876,Major,0.0461,117.127,4-Apr,0.896,Blues
60109,Sister Rosetta Tharpe,Down by the Riverside,10qFh6PlEkDZBdgkyXmL3R,24,0.733,0.584,171333,0.412,0.00882,F,0.952,-13.142,Major,0.0988,158.997,4-Apr,0.812,Blues
60110,Canned Heat,The Harder They Come,41X9To0bQ4fpoSRri4NHiI,37,0.626,0.496,-1,0.636,0.000596,C#,0.0992,-14.32,Major,0.266,119.345,4-Apr,0.692,Blues
60111,Jimi Hendrix,Third Stone From The Sun,1blxMGAKo9uttR9bHsXCOV,44,0.0209,0.307,404267,0.756,0.758,B,0.353,-8.119,Minor,0.0493,114.843,4-Apr,0.417,Blues
60112,empty_field,Stormtroopin',4jabmILZCfqmA3iJAm6qPy,40,0.0142,0.49,189627,0.829,0.198,E,0.0619,-8.296,Minor,0.0428,155.707,4-Apr,0.824,Blues
60113,Bombino,Imuhar,4wDSLkTUIpRsn3UbCzW9wV,33,0.00338,0.522,-1,0.892,0.00461,B,0.279,-6.961,Minor,0.037,86.763,4-Apr,0.898,Blues
60114,Garnet Mimms & The Enchanters,Cry Baby,75qFWiH0CmfuEjDXMN4IFJ,36,0.497,0.48,206227,0.405,0,A#,0.196,-10.528,Major,0.0372,152.646,3-Apr,0.668,Blues
60115,Mike Bloomfield,Blues Medley - Live,0gMf3M9tUTBG6QY6mEJOwD,19,0.588,0.416,464267,0.487,0.00162,D,0.34,-8.749,Major,0.0345,?,3-Apr,0.718,Blues
60116,The Heavy,A Whole Lot of Love,5CRGj1hE5jOyJ7CnGU1Jm6,33,0.00235,0.524,167973,0.95,0,A,0.699,-1.961,Major,0.195,?,4-Apr,0.565,Blues
60117,Deep Purple,Child in Time,2vDUqLZsaEEYmREcRo9gnn,43,0.17,0.338,620373,0.461,0.564,A,0.0927,-10.74,Minor,0.0396,126.698,4-Apr,0.351,Blues
60118,Stevie Ray Vaughan,Riviera Paradise,17TPglujJnY8rhvIfdrmpF,44,0.753,0.445,530467,0.287,0.852,G#,0.253,-15.663,Minor,0.0351,56.417,4-Apr,0.197,Blues
60119,Muddy Waters,Long Distance Call,5lEBksW3vntnNLDr2f5QUv,40,0.701,0.457,452800,0.352,0.000294,C,0.929,-13.703,Major,0.249,82.04,4-Apr,0.43,Blues
60120,Slade,Cum on Feel the Noize,1ri5wVVGa6lerKHg6r4IRC,49,0.00155,0.398,264880,0.86,0.68,G,0.154,-4.574,Major,0.0665,?,4-Apr,0.564,Blues
60121,The White Stripes,Forever For Her (Is Over For Me),2RiBogNRfulkNf7fVbPOrJ,34,0.785,0.307,195467,0.512,0.0055,F,0.157,-7.955,Major,0.0355,74.94,4-Apr,0.545,Blues
60122,empty_field,Motivation,3f3vW2F2ZOOXPgKXL8Pg3h,35,0.131,0.421,212693,0.627,0,F#,0.298,-9.822,Minor,0.0434,162.431,4-Apr,0.706,Blues
60123,The Miracles,Bad Girl - Single Version,6GEq2FrZksbrO3otMV9ZDh,32,0.603,0.297,164227,0.547,1.43E-06,G,0.15,-7.114,Major,0.0343,98.333,3-Apr,0.396,Blues
60124,Jimmie Vaughan,No One to Talk to (But the Blues),4sfAVJH0C4yDS0eA3Of9Ya,24,0.278,0.462,-1,0.457,0,C,0.427,-7.535,Major,0.0422,147.712,3-Apr,0.802,Blues
60125,empty_field,Suit in the Back,4anqYZt4APNlFwQixpbdZR,28,0.0836,0.744,173253,0.562,0.00148,A#,0.149,-8.883,Minor,0.0327,104.035,4-Apr,0.523,Blues
60126,Mott The Hoople,All the Young Dudes,3NWTRZ0A8xKlBP1qgNftql,62,0.208,0.429,211067,0.668,0,E,0.538,-7.539,Minor,0.044,77.737,4-Apr,0.398,Blues
60127,Susan Tedeschi,Loving You Is Sweeter Than Ever,5Xv1SVdSH75oMzjgKCoz5E,30,0.222,0.58,237600,0.807,0,C,0.241,-6.731,Major,0.0412,91.086,4-Apr,0.626,Blues
60128,Ty Segall,My Sunshine,46a59ZT7JG0i3tJNaQmPom,37,7.33E-06,0.258,131160,0.905,0,E,0.293,-2.504,Minor,0.0584,128.162,4-Apr,0.543,Blues
60129,Joe Bonamassa,Slow Train,4J5PN4X3Ic0oyVA7S5vD9N,41,0.000932,0.372,409720,0.694,0.0492,C#,0.277,-6.763,Minor,0.0333,165.272,3-Apr,0.623,Blues
60130,Dickey Betts,Duane's Tune,3qtTHGCtSGrNmdoiVt6QmD,31,0.0355,0.293,396227,0.657,0.398,E,0.427,-9.268,Minor,0.0335,78.329,4-Apr,0.448,Blues
60131,Cream,Stormy Monday - Live,3K8tRD2Prik7FXbD8lZ6DC,43,0.48,0.409,489717,0.621,0.0144,C,0.911,-9.092,Major,0.0465,137.412,3-Apr,0.259,Blues
60132,The Belmonts,That Background Sound,2dgFqylK6gyILa4HY65u0y,25,0.756,0.494,153097,0.59,0,C,0.639,-9.308,Major,0.0421,75.479,4-Apr,0.729,Blues
60133,empty_field,"Come On, Pt. III - 1984 Version",6NGNWixLd0Qzl5ssOigXJt,28,2.14E-05,0.337,273653,0.585,0.194,C#,0.143,-9.884,Major,0.0296,151.816,4-Apr,0.683,Blues
60134,Blue Öyster Cult,Black Blade,7qvWz9AsvPmXlIWZ94VFpj,30,0.0153,0.342,399107,0.709,0.0971,G,0.38,-10.439,Major,0.0424,160.542,4-Apr,0.494,Blues
60135,Black Mountain,The Hair Song,0tnKrQf23UzaNSLL0yvbn4,31,8.18E-05,0.21,234667,0.871,0.0173,F#,0.285,-4.615,Major,0.0404,162.012,3-Apr,0.761,Blues
