instance_id,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
168016,Amy Winehouse,(There Is) No Greater Love,6DfWymHzCYOH2ABUuHFaMe,45,0.933,0.379,-1,0.239,1.36E-05,C#,0.0925,-12.598,Minor,0.0465,135.889,4-Apr,0.24,Soul
168017,empty_field,Make A Move,0Yfpc5zHc9pElVCQ1bPlF4,41,0.331,0.54,259787,0.318,0,A,0.3,-6.125,Major,0.295,179.334,4-Apr,0.466,Soul
168018,Commodores,Jesus Is Love,0Lgk4pD3Y0iE9w2xDilhjj,36,0.636,0.513,366027,0.488,0.000788,G#,0.145,-7.65,Major,0.0295,136.299,3-Apr,0.386,Soul
168019,Palace,So Long Forever,5qsm0eGh4vPXOOEKNrH6cX,43,0.166,0.37,305040,0.67,0.00766,G#,0.117,-6.421,Minor,0.0345,145.068,4-Apr,0.516,Soul
168020,D'Angelo,Unshaken,5Xbqj3kpIvFcJKt6lLOXJL,65,0.753,0.597,232702,0.285,0.0269,F,0.108,-18.446,Minor,0.0577,80.135,4-Apr,0.306,Soul
168021,Teena Marie,Lovergirl,2PPXNVaOwKlPNBoOY0HZ9A,46,0.0469,0.73,259560,0.756,0.00333,A,0.235,-7.509,Minor,0.0492,123.604,4-Apr,0.827,Soul
168022,Elderbrook,Put It Down,0doKLoiyQW9FIjyCcIVD8G,46,0.252,0.592,182124,0.48,0.0959,B,0.24,-10.077,Minor,0.368,78.307,4-Apr,0.388,Soul
168023,Big Wild,Mopsy's Interlude,4XSLXwwLskeFy1k6ec4tBg,49,0.73,0.675,132245,0.385,0.847,D#,0.329,-10.667,Major,0.0338,146.948,4-Apr,0.575,Soul
168024,24hrs,Huh (feat. Chief Keef),5UW8LVg4Wf5nMXXV0Zyr1J,43,0.00198,0.72,178416,0.564,0,D,0.147,-9.261,Major,0.0693,160.027,4-Apr,0.342,Soul
168025,The Delfonics,I Gave to You,5KaIIT6ijzJvlZPPiJby36,42,0.765,0.571,353800,0.292,1.37E-05,F,0.146,-10.929,Major,0.0322,122.058,3-Apr,0.447,Soul
168026,empty_field,Fallen,0wGxHftiB6j0SDzrFkF2G7,58,0.119,0.669,214600,0.61,2.75E-05,C#,0.53,-8.217,Major,0.0457,94.439,4-Apr,0.428,Soul
168027,empty_field,Earned It,6s4xndGKUhW0xXPYvFlwcL,37,0.168,0.423,292093,0.513,0,D,0.476,-5.748,Minor,0.0351,120.171,3-Apr,0.406,Soul
168028,empty_field,Run Away,6Vv9wMxIc6OKRluQefy441,56,0.1,0.764,140293,0.33,0.506,D,0.139,-12.801,Minor,0.0427,119.978,4-Apr,0.0686,Soul
168029,Allie X,Bitch,5vMxNgotDOAxdmyOox3tBl,53,0.00575,0.606,-1,0.642,0.48,G#,0.102,-5.339,Major,0.0279,84.975,4-Apr,0.0763,Soul
168030,empty_field,Lullaby - Acoustic Version,1igtnWfR0rjrJCffimRPGG,39,0.35,0.603,188000,0.192,0,C#,0.105,-12.446,Major,0.0471,?,4-Apr,0.334,Soul
168031,The Meters,Stormy,4s30kznFsJUnYGHOcHtgsu,39,0.49,0.622,-1,0.215,0.811,C,0.0982,-16.846,Major,0.0304,77.904,4-Apr,0.315,Soul
168032,empty_field,Me & You ◑,41IrY9OFcaWVnEojXftyVh,66,0.645,0.769,243601,0.546,0.000231,C,0.0948,-8.27,Minor,0.0387,?,4-Apr,0.603,Soul
168033,empty_field,Power,2kC9ezfmnr6CEOqEaunKYM,59,0.00246,0.474,249800,0.792,0,D,0.0905,-5.037,Major,0.0435,167.036,4-Apr,0.649,Soul
168034,Leon Bridges,Better Man,1gv7dUAsupITkccwEqkJqM,60,0.219,0.395,140133,0.746,0,G,0.123,-4.938,Major,0.0447,188.267,4-Apr,0.671,Soul
168035,empty_field,This Guy's In Love With You,3gBieBvsatYFgiG5K129ds,59,0.864,0.584,223067,0.29,0.000247,C,0.122,-11.226,Major,0.0308,91.405,4-Apr,0.257,Soul
168036,RY X,Bound,0GVDD4OOQrVS2fTEdLrTEy,58,0.887,0.517,298213,0.389,0.38,F,0.0982,-17.285,Minor,0.0391,116.917,4-Apr,0.0363,Soul
168037,Stevie Wonder,"Yester-Me, Yester-You, Yesterday",7mQB2OxoSXxLZcNTuScrsD,52,0.0311,0.604,-1,0.357,0,F#,0.0927,-11.419,Major,0.0269,?,4-Apr,0.638,Soul
168038,DROELOE,Just Now (2017),796AUpNYlrN2aPR6G6R2Aq,41,0.00871,0.756,132000,0.808,0.664,F#,0.667,-9.265,Major,0.044,119.971,4-Apr,0.055,Soul
168039,Rick James,Bustin' Out (On Funk),3jk8YdCPkdXZRAoXBn1cKB,44,0.181,0.726,232627,0.698,1.04E-06,A,0.227,-9.761,Major,0.109,102.955,4-Apr,0.882,Soul
168040,Surfaces,Home,1GR5Ak5JH6TGAB8ITHCR30,41,0.91,0.459,96000,0.429,0.691,C,0.0733,-12.984,Major,0.107,52.488,4-Apr,0.381,Soul
168041,empty_field,Age Ain't A Factor,6ZBZBCJs3aKitgQroToYAs,43,0.292,0.422,195952,0.765,0,D,0.555,-3.72,Major,0.159,77.548,4-Apr,0.469,Soul
168042,empty_field,River,2Ud3deeqLAG988pfW0Kwcl,45,0.0962,0.654,252095,0.292,0.0031,D,0.106,-12.977,Major,0.474,153.547,4-Apr,0.103,Soul
168043,empty_field,Don't Wanna Be Your Girl,2Zw1dk1kNGMRz7PgULXxFv,62,0.638,0.62,174093,0.193,0.0136,C,0.107,-13.404,Major,0.0439,129.979,4-Apr,0.155,Soul
168044,Ben E. King,Stand by Me (Arr. Z. Reaves for String Quartet),0M433gqUejjCujkzISWinQ,43,0.872,0.437,174819,0.121,0.612,A,0.109,-18.876,Major,0.0379,?,4-Apr,0.607,Soul
168045,James Morrison,Until The Stars Go Out,0aep7pfKPiqgrk9QOWUFKF,36,0.22,0.471,206453,0.373,0,C#,0.079,-8.958,Major,0.0289,137.545,4-Apr,0.28,Soul
168046,Sade,Soldier of Love - Live 2011,0kFmWmvqQQzkFdwWlqza0a,42,0.0634,0.563,377413,0.811,0.0468,C,0.969,-8.922,Minor,0.0938,89.99,4-Apr,0.301,Soul
168047,John Legend,Used to Love U,6tjXDAAcde8XdIBt0j2uKX,53,0.0347,0.661,210867,0.796,0,G,0.396,-4.776,Major,0.0833,87.982,4-Apr,0.657,Soul
168048,Rag'n'Bone Man,Hard Came the Rain,4g3QZlvz39UllCcRXDZ0Do,51,0.114,0.55,226307,0.705,0,D,0.137,-3.012,Major,0.0357,?,4-Apr,0.376,Soul
168049,LEISURE,Hot Love,218kd4iG3y0Aa2PtwrwYap,52,0.305,0.836,189649,0.471,0.816,G,0.0981,-8.536,Major,0.0371,109.014,4-Apr,0.486,Soul
168050,The Isley Brothers,"It's a Disco Night (Rock Don't Stop), Pts. 1 & 2",32LGqExMA2EeiX2YFXjME2,44,0.366,0.803,-1,0.909,0.00901,B,0.0831,-6.039,Minor,0.0489,133.179,4-Apr,0.972,Soul
168051,empty_field,Beginning,2Aq0emyh00qcd7eoU6Qo6g,38,0.195,0.818,-1,0.583,2.80E-05,F#,0.428,-6.7,Major,0.45,126.105,4-Apr,0.448,Soul
168052,Wet,Old Bone - Jim-E Stack Remix,5fHV3WR1cz9dTg8YhB7JXr,57,0.281,0.755,-1,0.593,0.504,F,0.097,-9.472,Major,0.0484,93.002,4-Apr,0.501,Soul
168053,The Temptations,Ball Of Confusion (That's What The World Is Today),5oPWYCHejJF8Jwj3hiaTeh,33,0.0983,0.535,-1,0.774,0,F,0.559,-6.42,Major,0.0593,79.5,4-Apr,0.865,Soul
168054,Rosie & The Originals,I Found a Dream,4Whem9s6OoP7yFT60m2tU9,37,0.902,0.589,169404,0.323,4.71E-05,D,0.138,-8.003,Minor,0.0258,?,3-Apr,0.659,Soul
168055,ELHAE,Love a Ni**a,5wVslBYruyg44O2nSuGyMT,41,0.0576,0.796,-1,0.429,0,C#,0.0871,-10.386,Major,0.317,92.354,4-Apr,0.315,Soul
168056,Shy Girls,Stay Home,0S9lwd7JF9878QQ6tuuIQg,47,0.629,0.782,218827,0.419,0.0583,C,0.119,-10.537,Minor,0.132,79.963,4-Apr,0.727,Soul
168057,The Dramatics,Be My Girl,284fVGdbsPtigjjI0jmKXo,41,0.573,0.563,-1,0.321,9.84E-05,C,0.216,-14.107,Major,0.031,74.741,4-Apr,0.428,Soul
168058,Amy Winehouse,Wake Up Alone,6VLPLKauT9G7H2N8FJtpkt,56,0.542,0.384,-1,0.527,0,B,0.156,-5.294,Minor,0.0269,?,3-Apr,0.222,Soul
168059,Matt DiMona,companions <3,35wl75wA5XD6SGGdjVHtT5,46,0.0411,0.788,219130,0.319,0.695,F,0.103,-11.733,Major,0.0425,92.005,4-Apr,0.386,Soul
168060,Shoffy,Motions,3ZOEytgrvLwQaqXreDs2Jx,54,0.535,0.71,-1,0.376,4.98E-05,D,0.121,-9.638,Major,0.0354,121.987,4-Apr,0.202,Soul
168061,The Staple Singers,Touch A Hand (Make A Friend),16iApoNZYaN6gbMtRRVV6B,34,0.0776,0.68,206507,0.711,2.22E-06,C,0.346,-9.111,Major,0.0381,115.529,4-Apr,0.722,Soul
168062,Emeli Sandé,River,7k0lw3bHc5JpqhMRGchjRg,35,0.897,0.354,279640,0.419,0,C,0.108,-6.596,Major,0.0946,197.098,4-Apr,0.199,Soul
168063,Madi Sipes & The Painted Blue,After Hours,7EXDfmnGVSA6tmFHldB6hv,38,0.741,0.557,247742,0.501,0.00229,C#,0.153,-9.079,Minor,0.028,77.536,4-Apr,0.325,Soul
168064,Avery*Sunshine,Call My Name,78ziKKuXb6s9jqFnT8L2YT,33,0.385,0.677,-1,0.365,0,E,0.149,-9.25,Major,0.0854,124.928,4-Apr,0.53,Soul
168065,The Marvelettes,Please Mr. Postman - Single Version,7idCY1kEQwOjSVbgQQ4XPf,68,0.723,0.786,148040,0.783,0,D,0.195,-5.191,Major,0.0314,121.451,4-Apr,0.968,Soul
168066,Bill Withers,Kissing My Love,2Kp3vRdkDhBm6eJri5D9Wv,46,0.302,0.838,-1,0.526,0.000152,C#,0.0552,-13.079,Major,0.178,?,4-Apr,0.892,Soul
168067,Duñe,Lazy,0HRxKhMUnbUkNlthfy638e,42,0.326,0.565,-1,0.395,0.0889,D,0.162,-11.673,Minor,0.22,214.015,4-Apr,0.207,Soul
168068,Dru Hill,Never Make A Promise,1wmmlJxCrOPfFO6o4gel78,43,0.268,0.733,328400,0.471,0,A,0.241,-8.157,Minor,0.0285,113.228,4-Apr,0.468,Soul
168069,Elton,Wake Up,1a3XnG3oClrjJhgPNDTk3p,36,0.0848,0.778,158354,0.5,1.63E-06,C#,0.131,-7.695,Major,0.382,?,4-Apr,0.342,Soul
168070,Nick Leng,LEMONS,5SjBA3jRwT50rY72LyRDJV,42,0.136,0.585,260939,0.549,0.00196,E,0.324,-9.355,Major,0.0319,?,4-Apr,0.204,Soul
168071,Jamie Foxx,Blame It - Club Mix,2e77Qk0jbaELhNUNsYainX,43,0.0821,0.675,288960,0.614,0,B,0.0741,-5.466,Minor,0.0919,176.108,4-Apr,0.38,Soul
168072,Charles Bradley,Slow Love,2OdhuqhlfGQf3kNaRcTyYz,38,0.44,0.479,218309,0.379,5.68E-05,A,0.31,-9.095,Major,0.035,136.769,3-Apr,0.377,Soul
168073,empty_field,Shades - Viceroy Remix,448V07W0zPY7ep7Dtc9Ukm,44,0.0893,0.599,182857,0.76,0.0359,F,0.103,-5.743,Major,0.0328,104.988,4-Apr,0.176,Soul
168074,Ella Vos,Cast Away,2DUDJcjoRluKNpvvfbMwQ0,46,0.293,0.656,192557,0.466,0,A#,0.0813,-6.146,Minor,0.0721,61.074,4-Apr,0.259,Soul
168075,empty_field,Mary Jane (All Night Long),6oGymcECsbc3HeD17rLPLR,44,0.154,0.786,279240,0.3,3.85E-05,F,0.0805,-9.521,Minor,0.0529,87.222,4-Apr,0.879,Soul
168076,empty_field,Blessing,7iHKZ6Dp8aeLyg3FpTnQRc,40,0.344,0.538,-1,0.499,0,B,0.0724,-10.111,Major,0.155,107.537,4-Apr,0.798,Soul
168077,Bay Ledges,Straight Jacket,1W02KkFerpTBP29RKIt2c4,49,0.117,0.616,205066,0.657,0,G,0.11,-5.375,Major,0.0649,79.919,4-Apr,0.927,Soul
168078,The Japanese House,Landslide - Recorded At Spotify Studios NYC,29yJSGtuwJCfpfGW3Upeo6,47,0.803,0.639,233773,0.239,0.000979,G,0.0905,-14.974,Major,0.0409,75.005,3-Apr,0.361,Soul
168079,Andrew Applepie,Love,6hqdBOgpC58Hsq0kzQlhju,37,0.308,0.582,-1,0.574,0.0101,F#,0.167,-6.474,Major,0.0389,87.936,4-Apr,0.742,Soul
168080,Teddy Pendergrass,When Somebody Loves You Back,5H2HoE7EQjHaBbRK05Ezy8,49,0.387,0.714,296747,0.573,0,A,0.166,-9.356,Minor,0.059,97.568,4-Apr,0.912,Soul
168081,Big Wild,Alley-Oop (feat. iDA HAWK),27szvF97Tu95GxN98N52fy,51,0.109,0.567,201081,0.686,0,F#,0.0988,-6.686,Major,0.0385,147.98,4-Apr,0.413,Soul
168082,empty_field,Before I Let You Go,5I3jKRlR8WS0xYYamnAhpG,57,0.325,0.67,299800,0.468,0,C#,0.0516,-6.725,Minor,0.0328,140.069,4-Apr,0.486,Soul
168083,Ms. Lauryn Hill,Intro,3eHkFA3StDR9BU7EVrUFLs,50,0.718,0.373,47293,0.349,0.00183,G,0.382,-19.331,Minor,0.359,93.073,4-Apr,0.566,Soul
168084,Musiq Soulchild,yes,6hEHxpZpvZwt1v4NoGwjKr,41,0.235,0.527,-1,0.765,0,A#,0.25,-5.025,Minor,0.256,173.767,4-Apr,0.681,Soul
168085,empty_field,the one,69fiYWZsqPB7BVhJJODKQJ,51,0.502,0.645,175173,0.525,0.847,E,0.156,-8.454,Major,0.0249,93.007,4-Apr,0.46,Soul
168086,Shy Girls,Arrest Me (Noah Breakfast Remix) [feat. Tei Shi],5USIXVk2oYWMMjYOCU8VS6,47,0.651,0.553,211429,0.536,0.000316,A,0.0852,-7.722,Major,0.0448,105.126,4-Apr,0.184,Soul
168087,Monica,Superman,2A9rFFPwsnhusCh8ZMBvYY,39,0.00157,0.615,-1,0.715,0,G,0.241,-5.19,Minor,0.0713,119.895,4-Apr,0.45,Soul
168088,Louis Prima,Just A Gigolo - Remastered,3LbvNFkqDTrE1liGMmZBDL,58,0.597,0.525,283200,0.403,0,G#,0.0565,-11.987,Major,0.0945,125.187,4-Apr,0.718,Soul
168089,HONNE,Out Of My Control,1Zo7MoOq78wkAMC8eGeHao,35,0.0812,0.844,294747,0.501,0.0151,C#,0.361,-8.307,Minor,0.0527,134.002,4-Apr,0.576,Soul
168090,New Edition,If It Isn't Love,38VLsUTky6Ki8UV54JpDKL,56,0.0967,0.605,309840,0.85,1.36E-05,F,0.367,-12.322,Minor,0.0388,97.95,4-Apr,0.768,Soul
168091,Maxwell,Lifetime - Uncut,3qJImzh896FdKl5mJfpFaC,50,0.307,0.695,329413,0.454,4.60E-06,A,0.0727,-7.267,Major,0.0788,127.986,4-Apr,0.496,Soul
168092,Chrisette Michele,A Couple Of Forevers,3nKatogrQGQkY1BGPPoiiK,47,0.205,0.513,-1,0.457,0,A#,0.0901,-6.753,Minor,0.031,116.665,4-Apr,0.167,Soul
168093,Smokey Robinson & The Miracles,A Love She Can Count On - Alternate Stereo Mix,5vSNaRcbwG04syJdiDeNat,40,0.191,0.634,182667,0.424,0,F,0.144,-10.18,Major,0.0305,115.74,3-Apr,0.754,Soul
168094,Erykah Badu,Bag Lady - Radio Edit,5x0vtnEd0Opk7hZmWLvbFS,42,0.183,0.649,245707,0.479,0.000877,F,0.113,-12.198,Minor,0.136,168.695,4-Apr,0.698,Soul
168095,empty_field,Charleville 9200,2v9n7PsntP3mL0JdsVhL4T,42,0.142,0.423,-1,0.564,0.000462,F#,0.358,-8.886,Major,0.353,171.894,4-Apr,0.838,Soul
168096,Erykah Badu,Cleva,6N6ZCVZH5MtXkiaZrnmT5E,48,0.0417,0.738,225800,0.382,0.0267,C#,0.116,-11.799,Major,0.0765,83.126,4-Apr,0.636,Soul
168097,Snoh Aalegra,I Want You Around,1dQ6fXJvfnqMWeZBXHquGI,61,0.362,0.705,-1,0.513,0.0559,E,0.08,-7.054,Major,0.2,168.056,4-Apr,0.649,Soul
168098,LeToya Luckett,B2L,0H6IzKZWQdyTgAg0K6yLE6,55,0.284,0.49,253671,0.429,0,A#,0.263,-9.849,Minor,0.0958,96.347,4-Apr,0.154,Soul
168099,empty_field,All Eyes on You,5bDilSQheMSeNM1VdmSz9n,51,0.185,0.602,267600,0.885,0.000125,C,0.253,-6.849,Major,0.0374,104.004,4-Apr,0.316,Soul
168100,empty_field,Best For Last,3IVbfEZgnv6FSuuy9Rj77f,51,0.673,0.559,-1,0.319,0,E,0.108,-10.939,Minor,0.309,?,4-Apr,0.599,Soul
168101,Win and Woo,Every Feeling,5T4j3Uv33fQO7tsR2lMl4y,50,0.13,0.824,214038,0.538,0,A#,0.0836,-7.348,Major,0.0401,104.053,4-Apr,0.474,Soul
168102,empty_field,(Everybody Wanna Get Rich) Rite Away,1DqTNIgasdUuTVBfHuEZds,47,0.516,0.747,161200,0.92,0.0522,A,0.0774,-10.053,Major,0.0798,99.548,4-Apr,0.971,Soul
168103,Toni Braxton,Un-Break My Heart,6uZWO3zbAwykRMHgJU3b1a,70,0.413,0.625,270333,0.426,0,D,0.116,-8.392,Minor,0.0271,110.018,4-Apr,0.112,Soul
168104,Lee Fields & The Expressions,It Rains Love,0BP2RFjKRSmNtkJW3f1nhR,53,0.167,0.586,235213,0.835,0.0219,F#,0.117,-5.3,Minor,0.104,83.665,4-Apr,0.754,Soul
168105,Nessly,Make It Right,3UCuvKslDRJdGZzRNtVc8w,54,0.154,0.759,227573,0.532,2.21E-06,C#,0.105,-7.45,Minor,0.074,146.037,4-Apr,0.701,Soul
168106,empty_field,The Hunter,4Nc3boqgDef90JZk0hfEnZ,44,0.575,0.8,165600,0.287,0.000768,A,0.0831,-17.513,Major,0.0352,133.711,4-Apr,0.748,Soul
168107,NoMBe,Wait 2.0,1kycroisaZkeWSYg4iIh6q,26,0.03,0.752,183429,0.466,0.0601,E,0.16,-10.928,Minor,0.0429,?,4-Apr,0.243,Soul
168108,Joe,Stutter - Double Take Remix,05AP6Ff9m0tGcTNFdRQxpf,55,0.0513,0.767,213027,0.759,0,F#,0.31,-6.516,Major,0.117,89.989,4-Apr,0.677,Soul
168109,Gerald Levert,Mr. Too Damn Good,4qJama6yJvCI8MYuNWgazd,43,0.354,0.804,271560,0.322,0,C#,0.151,-10.001,Major,0.0344,115.17,4-Apr,0.31,Soul
168110,Simply Red,Sunrise,0rglK8l5QBSADvao8n4d2N,55,0.00325,0.788,200173,0.728,0.23,F,0.0979,-5.123,Minor,0.0295,105.983,4-Apr,0.936,Soul
168111,Sly & The Family Stone,Runnin' Away - Single Version,68dSvPdwsCEGoKj72QDEXQ,37,0.655,0.857,177800,0.645,0.0297,D#,0.11,-11.397,Minor,0.0574,103.847,4-Apr,0.961,Soul
168112,The Notations,What More Can I Say,4YC4FJsgSKNpNMLmQZgT4M,42,0.275,0.478,200507,0.39,0.000117,F,0.158,-10.016,Major,0.0263,?,4-Apr,0.673,Soul
168113,Emmit Fenn,Where Have I Gone,6j7Fdvi61J0qwjqh1OPeFM,41,0.593,0.558,163392,0.439,0.00087,G#,0.169,-8.385,Major,0.0575,109.486,4-Apr,0.143,Soul
168114,empty_field,Heartlines,5sAI1TWXj8fZq2hnfPkEe6,50,0.466,0.657,197000,0.689,0,F#,0.0638,-4.147,Major,0.103,90.043,4-Apr,0.266,Soul
168115,SiR,Never Home,36qaVxQgXhTSfJDau4MqNd,42,0.437,0.674,166500,0.562,6.94E-06,F#,0.0996,-6.57,Major,0.422,160.03,4-Apr,0.317,Soul
168116,Phoria,Evolve,2Grb4G6t9VIqo6moKUloom,44,0.0595,0.505,313500,0.64,0.271,A,0.0719,-9.236,Major,0.0508,173.923,4-Apr,0.398,Soul
168117,Mura Masa,Love$ick,06S7iIXT8ZVAcVK6l1iXvx,42,0.147,0.625,192160,0.763,0.0106,G#,0.214,-4.997,Minor,0.129,88.753,4-Apr,0.721,Soul
168118,empty_field,Thru Your Phone,5q07KCCxDIr3j1DdKI7cZd,39,0.663,0.645,181905,0.436,0,A,0.117,-9.862,Minor,0.0858,120.044,4-Apr,0.145,Soul
168119,Tdot illdude,Don't Knock on My Door,7aHUol3Vz9xHm4Yot2dSKi,49,0.0492,0.767,-1,0.554,0.000243,C#,0.117,-5.173,Minor,0.0522,143.993,4-Apr,0.41,Soul
168120,Quincy Jones,Soul Bossa Nova,0CDcjK1kzvvLxjfWOfK2lp,55,0.571,0.551,-1,0.722,0.000306,F,0.629,-9.247,Minor,0.0529,153.181,4-Apr,0.821,Soul
168121,VHS Collection,Take My Money,7jSgA13pCTwfasnyWgXEmF,45,0.0103,0.711,-1,0.807,0.000273,A,0.192,-4.746,Minor,0.0344,119.008,4-Apr,0.776,Soul
168122,MANILA GREY,Midnight,5TBWCX4Rgx7eRUs0QMtX7E,45,0.302,0.522,194062,0.566,0,C#,0.111,-7.074,Major,0.0978,108.949,5-Apr,0.136,Soul
168123,empty_field,Empire State of Mind (Part II) Broken Down,2HqFgSoYXrUqJr4Dg3vAYN,73,0.739,0.479,216480,0.368,4.10E-05,F#,0.118,-7.784,Major,0.0341,92.959,4-Apr,0.142,Soul
168124,empty_field,For The Night (Prod. Scott Storch),0Ph6L4l8dYUuXFmb71Ajnd,41,0.152,0.706,139429,0.552,3.78E-05,C#,0.116,-8.526,Major,0.0981,104.924,4-Apr,0.172,Soul
168125,Lianne La Havas,Starry Starry Night,36twTEaOCQ68AYe8DYKU4P,44,0.931,0.276,283505,0.282,0,G,0.118,-13.227,Major,0.0384,85.85,4-Apr,0.161,Soul
168126,empty_field,They Don't Know,1qzOaUlljUwB73NHNcFbkG,58,0.614,0.697,273973,0.402,3.35E-06,D#,0.0757,-10.358,Minor,0.0476,125.822,4-Apr,0.556,Soul
168127,Mansionair,Waiting Room,7dVCkwyTeOGZqLaEGq4WpD,41,0.641,0.734,189910,0.547,0.0608,F#,0.139,-10.06,Minor,0.0425,104.992,4-Apr,0.538,Soul
168128,Ben L'Oncle Soul,All The Way,7huDNmmM1qdfj04OpRqU60,32,0.0727,0.694,220267,0.747,0.0409,G,0.0746,-5.223,Major,0.0771,177.981,4-Apr,0.782,Soul
168129,Mary J. Blige,Take Me As I Am,0xT8XKILKx1k8pfmLbo5Qw,43,0.0663,0.599,237493,0.565,0,B,0.207,-4.663,Minor,0.0334,82.251,4-Apr,0.576,Soul
168130,The Equatics,Walk On By,7wHsfkN5fOWhoBuU7jRrSG,37,0.0198,0.587,237720,0.393,0.736,A,0.145,-12.664,Minor,0.0782,142.184,4-Apr,0.383,Soul
168131,"Earth, Wind & Fire",Love's Holiday,7igZ6W4e6PWt9pSfCGomV1,53,0.575,0.598,262080,0.58,2.17E-05,A,0.12,-10.105,Major,0.0409,?,4-Apr,0.735,Soul
168132,Smokey Robinson & The Miracles,Ooo Baby Baby,4CWZOyb9YHIH06yfsvY6k1,58,0.81,0.186,-1,0.338,0,G,0.159,-9.362,Major,0.0291,178.681,3-Apr,0.42,Soul
168133,empty_field,Spiders,3DF4z39U0NQeeRNgXDA7pT,47,0.175,0.632,186200,0.666,1.12E-06,C,0.167,-8.908,Major,0.385,168.11,4-Apr,0.637,Soul
168134,Jordan Rakei,Lucid,7aPJPm0yFfRrTuBw05qVE3,43,0.599,0.674,-1,0.355,0.0408,B,0.374,-11.623,Minor,0.0491,155.995,3-Apr,0.334,Soul
168135,empty_field,Fool For You,0kPobqZpi2ugviyclgypBM,66,0.846,0.58,-1,0.278,0.000241,D,0.104,-11.569,Major,0.0701,149.781,3-Apr,0.259,Soul
168136,Elderbrook,Sleepwalking,2bUAO6zdegnU4RNbZ7gtrw,53,0.00925,0.831,185506,0.581,0.0121,F#,0.176,-8.137,Minor,0.0508,121.954,4-Apr,0.786,Soul
168137,Aretha Franklin,Drown in My Own Tears,2vXwyfoHIHSCFCExJVjf9S,44,0.321,0.523,247733,0.351,0,G,0.181,-8.54,Major,0.0346,130.881,3-Apr,0.286,Soul
